City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,kingston,17.997,-76.7936,28.53,84,40,1.54,JM,1699234478
360,hotan,37.0997,79.9269,8.42,23,7,0.39,CN,1699234478
361,tucuma,-0.1833,-50.05,26.19,80,0,2.1,BR,1699234371
362,nova olimpia,-14.7972,-57.2881,27.95,53,12,1.3,BR,1699234479
363,juva,56.4368,57.9478,0.43,63,8,2.59,RU,1699234479
364,qarazhal,48.0078,70.7903,2.97,79,51,4.04,KZ,1699234479
365,la ronge,55.1001,-105.2842,-3.86,93,100,6.17,CA,1699234479
366,griffith,41.5284,-87.4237,13.96,59,0,2.57,US,1699234480
367,floro,61.5996,5.0328,6.98,70,41,4.63,NO,1699233930
368,santarem,-2.4431,-54.7083,28.07,83,52,2.06,BR,1699234480
369,newman,37.3138,-121.0208,24.13,38,100,0.96,US,1699234480
370,vadso,70.0744,29.7487,1.09,93,100,5.66,NO,1699234315
371,bacacay,13.2934,123.7919,29.02,75,33,2.97,PH,1699234481
372,mount isa,-20.7333,139.5,35.87,9,2,4.63,AU,1699234481
373,hammerfest,70.6634,23.6821,1.25,80,100,2.06,NO,1699234334
374,guerrero negro,27.9769,-114.0611,21.89,59,0,4.14,MX,1699234481
375,jayapura,-2.5333,140.7,31.66,79,99,0.42,ID,1699234481
376,neftegorsk,52.802,51.166,5.77,83,5,5.47,RU,1699234482
377,antigonish,45.6169,-61.9986,6.64,79,100,4.46,CA,1699234482
378,tshabong,-26.05,22.45,24.09,53,0,2.51,BW,1699234482
379,guymon,36.6828,-101.4816,18.0,24,0,5.14,US,1699234397
380,lerwick,60.1545,-1.1494,9.0,85,100,4.61,GB,1699234038
381,arroyo,41.6096,-4.7969,7.02,90,20,7.2,ES,1699234483
382,cavalaire-sur-mer,43.174,6.5272,12.4,70,11,5.98,FR,1699234483
383,vila velha,-20.3297,-40.2925,22.97,84,40,6.26,BR,1699234483
384,voitsberg,47.0333,15.15,6.95,31,44,2.2,AT,1699234483
385,dispur,26.1425,91.7889,21.97,81,0,1.34,IN,1699234484
386,luau,-10.7073,22.2247,18.76,99,100,0.92,AO,1699234484
387,katima mulilo,-17.5,24.2667,23.35,55,70,3.45,NA,1699234484
388,rikaze,29.25,88.8833,1.06,18,0,1.41,CN,1699234484
389,peace river,56.2501,-117.286,1.17,100,100,0.0,CA,1699234186
390,codrington,-38.2667,141.9667,26.93,34,100,1.44,AU,1699234313
391,hilo,19.7297,-155.09,23.94,91,100,4.63,US,1699234287
392,qui nhon,13.7667,109.2333,27.42,80,58,3.48,VN,1699234485
393,luganville,-15.5333,167.1667,26.99,83,69,4.98,VU,1699234485
394,buxerolles,46.6167,0.4833,9.97,93,100,5.66,FR,1699234485
395,williams lake,52.1415,-122.1445,8.76,69,100,5.14,CA,1699234486
396,makurazaki,31.2667,130.3167,23.97,78,100,7.81,JP,1699234486
397,ta`u,-14.2336,-169.5144,26.59,82,100,9.81,AS,1699234486
398,cardenas,23.0375,-81.2047,24.42,77,100,5.28,CU,1699234486
399,awjilah,29.1081,21.2869,22.61,27,0,2.37,LY,1699234376
400,cananeia,-25.0147,-47.9267,17.11,75,2,0.74,BR,1699234486
401,terrace,54.5163,-128.6035,8.95,93,100,3.09,CA,1699234443
402,nianzishan,47.5167,122.8833,-8.91,61,100,10.08,CN,1699234487
403,new plymouth,-39.0667,174.0833,16.56,63,29,1.62,NZ,1699234487
404,saint-paul,-21.0096,55.2707,23.05,97,51,1.83,RE,1699234487
405,aswan,24.0934,32.907,25.61,33,0,3.09,EG,1699234488
406,fort st. john,56.2499,-120.8529,-0.06,93,100,6.69,CA,1699234488
407,arangaon,18.6667,75.1833,21.99,63,39,2.63,IN,1699234488
408,waingapu,-9.6567,120.2641,31.14,55,10,3.64,ID,1699234489
409,envira,-7.3,-70.2167,22.92,92,85,0.44,BR,1699234489
410,arcadia,34.1397,-118.0353,27.06,43,0,0.07,US,1699234219
411,mossendjo,-2.9506,12.7261,20.79,100,89,0.63,CG,1699234489
412,guiglo,6.5456,-7.4966,22.34,96,33,0.85,CI,1699234490
413,yambio,4.5721,28.3955,18.65,95,99,0.94,SS,1699234490
414,hillsborough,37.5741,-122.3794,21.22,82,75,4.12,US,1699234490
415,parksville,49.3163,-124.3195,10.95,96,100,2.57,CA,1699234300
416,kerikeri,-35.2268,173.9474,21.06,61,22,0.89,NZ,1699234344
417,palikir - national government center,6.9248,158.1611,28.47,89,100,3.09,FM,1699234491
418,santa maria del oro,25.9333,-105.3667,17.36,44,100,1.95,MX,1699234491
419,lamu,-2.2717,40.902,25.12,86,100,3.57,KE,1699234491
420,mersa matruh,31.3525,27.2453,19.11,55,0,0.0,EG,1699234491
421,nyurba,63.2842,118.3319,-11.07,89,100,1.55,RU,1699234491
422,iowa park,33.9515,-98.6687,20.62,69,0,5.14,US,1699234491
423,tando bago,24.7886,68.9661,25.69,38,0,2.14,PK,1699234492
424,rugaji,57.0,27.1333,7.85,95,100,3.18,LV,1699234492
425,sen monorom,12.45,107.2,25.65,67,47,1.97,KH,1699234492
426,khash,28.2211,61.2158,14.64,65,48,1.09,IR,1699234492
427,zhezqazghan,47.7833,67.7667,-0.68,100,20,6.0,KZ,1699234493
428,raja,8.4596,25.678,21.67,89,60,1.41,SS,1699234493
429,lalin,42.7167,-8.1167,7.03,96,15,2.11,ES,1699234493
430,prince albert,53.2001,-105.7677,-1.03,100,100,4.12,CA,1699234219
431,tokar,18.4254,37.729,28.61,72,63,2.87,SD,1699234493
432,balabac,7.9868,117.0645,29.72,72,100,4.96,PH,1699234493
433,ghat,24.9647,10.1728,22.23,15,0,2.24,LY,1699234494
434,saint croix,17.7397,-64.7388,26.25,82,0,2.06,VI,1699234243
435,kargasok,59.0556,80.8572,-5.58,89,95,7.6,RU,1699234494
436,santa terezinha,-29.9002,-50.0904,16.92,80,92,3.59,BR,1699234494
437,kalmunai,7.4167,81.8167,26.65,80,94,1.68,LK,1699234494
438,crane,31.3974,-102.3501,18.94,62,91,6.72,US,1699234495
439,tahe,52.3333,124.7333,-9.0,40,0,0.71,CN,1699234495
440,dubinino,55.6192,89.0911,-5.92,83,98,6.13,RU,1699234495
441,nova vicosa,-17.8919,-39.3719,24.44,75,100,7.46,BR,1699234338
442,gornyatskiy,48.2915,40.9575,11.01,93,100,3.12,RU,1699234495
443,tlacotepec,20.0667,-97.8667,15.1,97,98,0.33,MX,1699234496
444,tommot,58.9564,126.2925,-14.9,80,10,0.72,RU,1699234496
445,swakopmund,-22.6833,14.5333,14.99,84,99,2.68,NA,1699234496
446,bougouni,11.417,-7.479,27.75,51,90,1.77,ML,1699234496
447,piedmont,37.8244,-122.2316,21.13,82,75,4.12,US,1699234226
448,orzysz,53.8097,21.9481,10.06,96,100,4.33,PL,1699234497
449,tweed heads,-28.1817,153.547,24.98,65,100,6.17,AU,1699234497
450,gwanda,-20.9333,29.0,22.02,41,54,2.46,ZW,1699234497
451,portland,45.5234,-122.6762,13.61,93,100,2.68,US,1699233987
452,kem',64.9555,34.5793,1.18,96,100,3.74,RU,1699234498
453,kaka,37.3482,59.6143,15.06,39,22,1.68,TM,1699234498
454,eenhana,-17.4667,16.3333,19.3,29,91,2.61,NA,1699234498
455,tutoia,-2.7619,-42.2744,26.7,83,77,5.65,BR,1699234498
456,nkowakowa,-23.8878,30.2871,20.21,58,16,0.62,ZA,1699234499
457,cabanas,22.9758,-82.9219,24.08,75,100,5.78,CU,1699234499
458,marquette,46.5333,-87.6335,2.87,94,100,1.34,US,1699234369
459,chilecito,-29.1619,-67.4974,22.09,22,0,2.55,AR,1699234499
460,zaltan,32.947,11.8665,21.6,41,0,0.68,LY,1699234499
461,bokani,9.4333,5.2,25.86,66,14,0.54,NG,1699234499
462,luderitz,-26.6481,15.1594,13.74,86,0,3.39,NA,1699234500
463,conde,-7.2597,-34.9075,26.7,78,20,5.14,BR,1699234241
464,serafimovich,49.5786,42.736,9.79,70,100,3.23,RU,1699234500
465,labrador city,52.9463,-66.9114,-6.05,86,100,6.69,CA,1699234485
466,plouzane,48.3833,-4.6167,11.03,79,40,7.2,FR,1699234501
467,saint-pierre,-21.3393,55.4781,21.98,81,64,5.03,RE,1699234501
468,samalut,28.3121,30.7101,20.87,47,0,4.33,EG,1699234501
469,nilsia,63.2,28.0833,2.92,100,100,1.45,FI,1699234501
470,pacasmayo,-7.4006,-79.5714,19.11,85,80,6.0,PE,1699234502
471,mata-utu,-13.2816,-176.1745,27.92,79,100,9.31,WF,1699234502
472,corbelia,-24.7989,-53.3067,15.59,76,0,1.91,BR,1699234502
473,sisimiut,66.9395,-53.6735,-4.27,54,100,5.3,GL,1699234503
474,sankt johann in tirol,47.5233,12.4232,5.19,89,1,0.45,AT,1699234503
475,kruisfontein,-34.0033,24.7314,13.29,83,51,1.85,ZA,1699234504
476,vila franca do campo,37.7167,-25.4333,14.38,99,72,2.99,PT,1699234504
477,saudarkrokur,65.7461,-19.6394,1.83,88,100,7.07,IS,1699234208
478,happy valley-goose bay,53.3168,-60.3315,-2.83,50,75,6.17,CA,1699234347
479,sorong,-0.8833,131.25,28.6,76,96,3.2,ID,1699234505
480,prattville,32.464,-86.4597,15.66,66,0,0.0,US,1699234459
481,kourou,5.1552,-52.6478,26.03,85,75,4.08,GF,1699234505
482,jalai nur,49.45,117.7,-9.86,55,1,3.44,CN,1699234505
483,uturoa,-16.7333,-151.4333,25.62,80,15,5.48,PF,1699234506
484,salaqi,40.5414,110.5108,-1.99,37,0,4.49,CN,1699234506
485,rundu,-17.9333,19.7667,22.34,61,100,2.87,NA,1699234506
486,port hedland,-20.3167,118.5667,39.03,16,31,5.66,AU,1699234506
487,ust'-ordynskiy,52.805,104.7508,-4.81,95,100,2.53,RU,1699234507
488,orting,47.0979,-122.2043,13.46,88,100,0.89,US,1699234507
489,ad-damazin,11.7891,34.3592,23.06,84,99,2.59,SD,1699234507
490,bakchar,57.0186,82.0711,-6.65,93,84,4.07,RU,1699234508
491,nikolayevsk-on-amure,53.1406,140.73,-7.14,46,7,4.79,RU,1699234048
492,north elba,44.2434,-73.9543,0.85,81,100,1.27,US,1699234508
493,pacific grove,36.6177,-121.9166,18.53,84,100,0.89,US,1699234320
494,bamboo flat,11.7,92.7167,26.05,94,40,1.03,IN,1699234508
495,zabid,14.1951,43.3152,27.91,65,78,0.93,YE,1699234509
496,kokoda,-8.8785,147.7407,28.91,79,98,1.29,PG,1699234509
497,smithers,54.7804,-127.1743,6.18,100,100,3.09,CA,1699234509
498,pembroke,45.8168,-77.1162,-1.57,69,85,1.38,CA,1699234510
499,auki,-8.7676,160.7034,26.43,88,100,1.3,SB,1699234372
500,dhidhdhoo,6.8833,73.1,27.91,74,100,2.84,MV,1699234510
501,gunjur,13.2019,-16.7339,27.04,89,0,2.06,GM,1699234510
502,novyy urgal,51.0736,132.5642,-9.88,48,11,3.43,RU,1699234511
503,bridgewater,44.3835,-64.5155,6.82,86,21,3.6,CA,1699234511
504,nuku'alofa,-21.1333,-175.2,28.19,83,40,8.23,TO,1699234355
505,kamloops,50.6665,-120.3192,9.55,71,75,8.23,CA,1699234512
506,vernon,50.2581,-119.2691,9.05,82,92,1.03,CA,1699234512
507,zuni pueblo,35.0725,-108.8506,14.35,29,2,2.58,US,1699234512
508,hadibu,12.65,54.0333,26.0,79,100,2.41,YE,1699234512
509,chernyshevsk,52.5243,117.0174,-9.43,33,81,0.51,RU,1699234513
510,freetown,8.484,-13.2299,26.31,84,98,2.41,SL,1699234372
511,sainte-marie,-20.8968,55.5496,23.07,85,100,5.66,RE,1699234513
512,saint-francois,46.4154,3.9054,9.8,77,0,4.12,FR,1699234513
513,sabang,5.8933,95.3214,27.87,74,100,0.91,ID,1699234514
514,badiyah,22.45,58.8,21.27,84,0,0.85,OM,1699234514
515,taco pozo,-25.6167,-63.2833,23.98,37,0,2.64,AR,1699234115
516,chegdomyn,51.1167,133.0167,-9.85,48,31,2.4,RU,1699234514
517,andergrove,-21.0833,149.1833,24.8,80,41,5.71,AU,1699234514
518,deqing,30.5448,119.9599,18.86,38,100,6.97,CN,1699234515
519,sabha,27.0377,14.4283,21.48,22,0,1.72,LY,1699234515
520,talcahuano,-36.7167,-73.1167,12.82,82,0,1.54,CL,1699234515
521,hachinohe,40.5,141.5,20.35,70,100,6.34,JP,1699234510
522,akjoujt,19.6969,-14.4164,24.63,25,1,4.73,MR,1699234361
523,skovorodino,53.9833,123.9167,-10.67,40,0,0.59,RU,1699234516
524,anda,46.4,125.3167,-4.59,62,100,12.69,CN,1699234517
525,mahajanga,-15.7167,46.3167,24.01,94,40,1.03,MG,1699234517
526,xuanzhou,30.9525,118.7553,14.24,40,62,7.08,CN,1699234517
527,borba,-4.3878,-59.5939,29.13,54,57,0.99,BR,1699234518
528,port augusta,-32.5,137.7667,31.75,12,55,1.75,AU,1699234518
529,el alto,-4.2714,-81.2147,19.81,83,26,7.61,PE,1699234518
530,dwarka,22.2394,68.9678,27.5,58,7,3.47,IN,1699234519
531,san rafael del sur,11.8485,-86.4384,25.54,94,100,0.98,NI,1699234519
532,despenaderos,-31.8163,-64.2899,21.17,75,0,3.91,AR,1699234519
533,mahibadhoo,3.7833,72.9667,27.68,74,99,2.76,MV,1699234519
534,atakpame,7.5333,1.1333,23.2,89,58,1.27,TG,1699234520
535,derzhavinsk,51.1,66.3167,-0.11,68,15,3.86,KZ,1699234520
536,mogocha,53.7333,119.7667,-10.96,41,39,0.63,RU,1699234328
537,danilovka,50.3557,44.1168,8.83,70,65,4.81,RU,1699234520
538,deqen,29.9618,90.7188,-1.59,38,0,0.57,CN,1699234521
539,huanggang,23.677,116.9996,26.94,66,87,3.34,CN,1699234521
540,calvi,42.5,8.8333,14.35,59,20,6.17,FR,1699234522
541,pandan,14.0453,124.1694,28.96,79,16,3.98,PH,1699234522
542,bankura,23.25,87.0667,19.05,56,41,1.73,IN,1699234522
543,shixing,24.9482,114.0657,18.81,83,100,1.46,CN,1699234522
544,qarqaraly,49.4058,75.4742,-4.28,76,9,1.89,KZ,1699234522
545,polyarnyy,69.1989,33.4478,0.98,98,100,5.85,RU,1699234523
546,kloulklubed,7.0419,134.2556,30.28,73,15,2.07,PW,1699234523
547,devils lake,48.1128,-98.8651,2.99,92,100,0.0,US,1699234523
548,teknaf,20.8624,92.3058,23.53,71,57,2.6,BD,1699234154
549,buriti alegre,-18.14,-49.0403,22.55,51,65,1.79,BR,1699234524
550,beacon square,28.2086,-82.7554,20.99,76,0,1.34,US,1699234524
551,ermoupolis,37.4423,24.9425,21.39,73,0,3.6,GR,1699234524
552,saint-philippe,-21.3585,55.7679,20.62,83,89,5.64,RE,1699234343
553,san juan,-31.5375,-68.5364,24.7,16,0,1.83,AR,1699234239
554,ardakan,32.31,54.0175,14.37,56,0,0.94,IR,1699234524
555,cerro largo,-28.1486,-54.7381,15.57,88,4,2.37,BR,1699234525
556,juneau,58.3019,-134.4197,4.12,97,100,4.63,US,1699234405
557,kota kinabalu,5.9749,116.0724,29.99,79,20,2.06,MY,1699234525
558,as sulayyil,20.4607,45.5779,22.14,52,89,3.33,SA,1699234525
559,agadez,19.75,10.25,22.98,16,2,3.62,NE,1699234526
560,lufilufi,-13.8745,-171.5986,32.88,83,92,10.1,WS,1699234526
561,manta,-0.95,-80.7333,24.88,73,100,4.12,EC,1699234176
562,tionk essil,12.7856,-16.5217,26.03,79,18,2.59,SN,1699234526
563,horta,38.5333,-28.6333,13.34,78,100,4.47,PT,1699234167
564,terebovlya,49.3019,25.71,9.12,75,7,5.81,UA,1699234527
565,celestun,20.8667,-90.4,24.76,71,100,6.74,MX,1699234527
566,road town,18.4167,-64.6167,28.05,78,20,2.57,VG,1699234528
567,mhangura,-16.8939,30.1683,18.37,44,46,1.69,ZW,1699234528
568,pahrump,36.2083,-115.9839,22.13,21,8,2.68,US,1699234386
569,pierre,44.3683,-100.351,12.51,66,100,5.14,US,1699234528
570,ilza,51.1631,21.2398,9.79,81,94,7.2,PL,1699234528
571,severo-yeniseyskiy,60.3725,93.0408,-10.43,91,100,4.12,RU,1699234529
572,ngorongoro,-3.2397,35.4875,11.24,93,54,1.18,TZ,1699234529
573,aiquile,-18.2041,-65.1807,17.32,66,89,1.51,BO,1699234529
574,achinsk,56.2694,90.4993,-4.61,90,100,5.81,RU,1699234529
575,gadzhiyevo,69.2551,33.3362,0.87,98,100,6.22,RU,1699234345
576,lepsy,46.235,78.9456,0.07,63,96,7.16,KZ,1699234530
577,bikenibeu village,1.3673,173.1241,30.98,74,40,2.06,KI,1699234530
578,cheney,47.4874,-117.5758,9.01,81,75,2.06,US,1699234530
579,myanaung,18.2833,95.3167,26.04,84,57,4.25,MM,1699234530
580,borzya,50.3833,116.5167,-9.14,34,0,1.1,RU,1699234530
581,richards bay,-28.783,32.0377,20.79,91,89,5.12,ZA,1699234363
